3932811,2023-06-12 02:18:11.7145210,MARIANNA,230493
3636888,2023-06-10 22:30:02.2630350,ANISSA,292431
5146978,2023-06-15 20:20:16.8890196,GENE,RN
2115099,2023-06-04 05:19:44.1531848,MARIANNA,3175
2539342,2023-06-06 00:55:42.2333362,MARVIN,QM
309592,2023-06-01 18:03:20.1409918,MARIANNA,201408
3535722,2023-06-10 18:57:01.2940276,MARIANNA,392455
4911232,2023-06-14 19:41:06.5805112,BRYAN,KG
778724,2023-06-03 14:26:12.8438487,TYLER,KG
2347583,2023-06-05 03:49:26.0715517,MARIANNA,230493
2520242,2023-06-05 23:36:51.1860533,BILLY,YU
2520242,2023-06-05 23:36:51.5405932,BILLY,YU
2520242,2023-06-05 23:36:51.3513727,BILLY,YU
2520242,2023-06-05 23:36:51.0142875,BILLY,YU
2520242,2023-06-05 23:36:55.4902659,BILLY,YU
2349190,2023-06-05 08:21:35.8889735,JACQULINE,RN
2349190,2023-06-05 08:25:23.7947428,JACQULINE,JF
2177202,2023-06-04 18:07:19.4175527,MARIANNA,554402
2177202,2023-06-04 19:39:06.9628419,MARIANNA,554402
2950571,2023-06-08 01:26:05.8445138,MARIANNA,288867
2950571,2023-06-09 05:07:32.2616155,MARIANNA,288867
2950571,2023-06-10 00:03:56.8451314,MARIANNA,288867
664536,2023-06-02 21:51:16.8080194,YU,QM
664536,2023-06-02 22:03:09.7699460,MOSES,MI
664536,2023-06-03 00:04:34.3544239,TYLER,IE
664536,2023-06-03 02:04:59.2284546,TYLER,IE
3932494,2023-06-12 02:13:00.2264966,MERCY,CY
2955129,2023-06-08 02:06:59.4383925,MARIANNA,516129
4943572,2023-06-14 21:15:39.9256895,GENE,GC
3114325,2023-06-09 00:32:01.1683004,MARVIN,QM
3677249,2023-06-11 00:18:28.9220798,TYLER,MI
768950,2023-06-03 06:10:15.4107106,YU,GC
3647559,2023-06-10 22:55:35.6211615,MERCY,CY
3647559,2023-06-11 00:05:34.5283352,MERCY,CY
3070831,2023-06-08 21:32:42.7482869,MARIANNA,226062
477379,2023-06-02 02:58:05.3240398,MARIANNA,3175
477379,2023-06-04 05:01:18.8609168,MARIANNA,794135
477379,2023-06-10 04:15:56.1974585,MARIANNA,794135
3934571,2023-06-12 02:55:15.8723001,MERCY,CY
3934571,2023-06-13 01:34:38.7815330,MERCY,CY
3934571,2023-06-13 01:56:04.8663630,MERCY,CY
3934571,2023-06-13 01:59:25.0562417,MERCY,CY
5057140,2023-06-15 16:07:30.4875502,YU,YU
421383,2023-06-01 22:56:33.9435153,GALEN,YU
421383,2023-06-01 22:56:37.8099525,GALEN,YU
421383,2023-06-01 22:56:38.1221778,GALEN,YU
5085207,2023-06-15 17:36:29.6066975,MARIANNA,392455
1990726,2023-06-03 21:31:40.7653646,MARIANNA,392455
3640507,2023-06-10 22:38:42.2682334,TONY,QM
3596862,2023-06-10 20:58:53.4584588,MARIANNA,506576
2560105,2023-06-06 12:13:07.3272800,LAVONDA,UQ
465985,2023-06-02 01:31:15.5998265,TYLER,JF
